,Record Name,Latinsk navn,Latinsk familienavn,wiki_urls,wiki_info
84,floradanica_0085.tif,Campanula latifolia L.,Campanulaceae,https://en.wikipedia.org/wiki/Campanula_latifolia,"Contents Campanula latifolia 
 Campanula latifolia, the giant bellflower,[1] is a species of bellflower in the family Campanulaceae. It is also known as the large campanula and the wide-leaved bellflower. It is native to Europe and western Asia and is widely grown as an ornamental plant.
 Description Campanula latifolia is a clump-forming perennial herbaceous plant growing to a height of 60 to 120 centimetres (24 to 47 in). The stem is unbranched, erect, and shortly pubescent, basal leaves are stalked, broadly ovate with a heart-shaped (cordate) base, while the upper leaves are ovate-lanceolate, stalkless, softly hairy with bluntly toothed margins. The inflorescence is a many-flowered terminal raceme or in the axils of upper leaves and has subtending bracts. The flowers are hermaphrodite, bell-shaped, initially erect but later nodding, and 35 to 60 mm (1.4 to 2.4 in) long. The calyx is fused with five narrow lobes, eventually spreading. The corolla is pubescent with five dark violet-blue fused petals. There are five stamens and a pistil formed from three fused carpels. The fruit is a hairy, nodding capsule. The flowering period is from July to September.[2]
 Distribution and habitat Campanula latifolia is native to Europe and western Asia as far east as Kashmir.[3] Its natural habitat is broad-leaved woodland, coppices, parkland and forest margins. Some occurrences are as a result of escape from cultivation.[2]
 Cultivation Grows easily even in partial to full shade. Hardy in zone 5. Seeds freely to become naturalised and can spread by rhizomes.[3] Wait until the seed heads are dark brown and then open them and spread the seed around. Withstands drought quite well.
 Gallery References"
85,floradanica_0086.tif,Polygonatum verticillatum (L.) All.,Liliaceae,https://en.wikipedia.org/wiki/Polygonatum_verticillatum,"Contents Polygonatum verticillatum 
 Polygonatum verticillatum or whorled Solomon's-seal is a plant species of the genus Polygonatum. It is widespread in Europe and also in China and the Himalayas though not reported from large sections of western and Central Asia in between those two ranges.[1][2][3]
 References External links 
 This Asparagaceae article is a stub. You can help Wikipedia by expanding it."
86,floradanica_0087.tif,Hippuris vulgaris L.,Hippuridaceae,https://en.wikipedia.org/wiki/Hippuris_vulgaris,"Contents Hippuris vulgaris 
 Hippuris vulgaris (from Greek: ἵππος – horse and οὐρά – tail), known as mare's-tail[2] or common mare's-tail, is a common aquatic plant of Eurasia and North America ranging from Greenland to the Tibetan Plateau to Arizona. It prefers non-acidic waters.
 Description The common mare's tail is a creeping, perennial herb, found in shallow waters and mud flats. It roots underwater, but most of its leaves are above the water surface. The leaves occur in whorls of 6–12; those above water are 0.5 to 2.5 cm long and up to 3 mm wide, whereas those under water are thinner and limper, and longer than those above water, especially in deeper streams. The stems are solid and unbranched but often curve, and can be up to 60 cm long. In shallow water they project 20–30 cm out of the water. It grows from stout rhizomes. The flowers are inconspicuous, and not all plants produce them. Studies of H. vulgaris in the Tibetan Plateau have shown that it is a prolific methane emitter.[3] The roots of H. vulgaris extend into the anoxic zone of wetland soils and create a conduit for methane produced in the anoxic zone to travel to the atmosphere.[citation needed]
 Uses It can also be a troublesome weed, obstructing the flow of water in rivers and ditches.[citation needed]
 References External links"
87,floradanica_0088.tif,Anagallis arvensis L.,Primulaceae,https://en.wikipedia.org/wiki/Anagallis_arvensis,"Contents Lysimachia arvensis 
 Lysimachia arvensis, syn. Anagallis arvensis, commonly known as the scarlet pimpernel, red pimpernel, red chickweed, poor man's barometer, poor man's weather-glass,[2] shepherd's weather glass or shepherd's clock, is a species of low-growing annual plant with brightly coloured flowers,[3] most often scarlet but also bright blue and sometimes pink. The native range of the species is Europe and Western Asia and North Africa.[4] The species has been distributed widely by humans, either deliberately as an ornamental flower or accidentally.[5] L. arvensis is now naturalised almost worldwide, with a range that encompasses the Americas, Central and East Asia, the Indian Subcontinent, Malesia, the Pacific Islands, Australasia and Southern Africa.[6][7][8]
 This common European plant is generally considered a weed and is an indicator of light soils, though it grows opportunistically in clay soils as well. The origin of the name pimpernel comes from late Middle English pympernele [1400–50], derived from Middle French pimprenelle, from Old French piprenelle, and ultimately from Vulgar Latin *piperīnella (piper 'pepper' + -īn- '-ine' + -ella diminutive suffix).
 The flower serves as the emblem of the fictional hero the Scarlet Pimpernel.
 Description When found as a summer annual, the scarlet pimpernel has a low-growing creeping habit, but as a winter annual, it forms a half-rosette with an upright stem. It has weak sprawling stems with square cross-section growing to about 5–30 centimetres (2–12 in) long. They bear bright green, soft, ovate sessile leaves in opposite pairs. The orange, red or blue, radially symmetric flowers, about 10–15 millimetres (0.4–0.6 in) in diameter, are produced singly in the leaf axils from spring to autumn. The petal margins are somewhat crenate and have small glandular hairs. The stamens have lollipop hairs and therefore attract a variety of pollinators, especially flies, but the flowers are also capable of autopollination. The dehiscent capsule fruits ripen from August to October in the northern hemisphere. The weight of the fruiting body bends the stem, and the seeds are transported by the wind or rain. Blue-flowered plants (treated as L. arvensis f. azurea by some sources) are common in some areas, such as the Mediterranean region, and should not be confused with the related blue pimpernel, Lysimachia foemina. In 2007, a molecular phylogenetic study showed that Lysimachia foemina is more closely related to Lysimachia monelli than to Lysimachia arvensis, and should be treated as a separate species (all three species were then placed in Anagallis).[9] The species has a diploid chromosome count of 2n=40.[10]
 Scarlet pimpernel flowers open only when the sun shines, and even close in overcast conditions.[2] This habit leads to names such as ""shepherd's weather glass"". It has been observed along the verges of salted roads, creating a broad red band along the roadside.[11]
 Scarlet pimpernel has a wide variety of flower colours, which may be treated as forms, although not by Plants of the World Online which does not accept any subdivisions.[1] The petals of the type arvensis are bright red to minium-coloured; carnea is deep peach; lilacina is lilac; pallida is white; and azurea is blue. The blue form can be difficult to distinguish from L. foemina, but the petal margins are diagnostic: whereas L. foemina has clearly irregular petal margins with only 5 to 15 glandular hairs, L. arvensis f. azurea has 50 to 70 hairs on only slightly irregular margins.[citation needed]
 Medical and agricultural significance Lysimachia arvensis is generally unwelcome as a cosmopolitan invasive species; it is harmfully toxic in several respects and accordingly undesirable in pastures. The plant is acrid and bitter, and grazing livestock generally avoid eating it except in conditions of overgrazing or grazing of unsatisfying stubble. Experimental feeding of the plant material to various animals, such as horses and dogs, caused gastroenteritis.[12] Sufficiently high doses proved fatal.[13] Less specifically the herb has been reported as being toxic to poultry and rabbits, and the seed to birds.[12]
 Lysimachia arvensis is less often used in folk medicine worldwide than where it has long been familiar in its countries of origin. In various countries however, the plant material has been applied externally to slow-healing ulcers and wounds. It also has been applied as an expectorant and as a remedy for pruritus, rheumatism, haemorrhoids, rabies, leprosy, and snake-bite. Lysimachia has been used in treatment of non-specified types of phthisis, and of kidney-related conditions such as dropsy and chronic nephritis. It was used as an antidepressant in ancient Greece, and to treat various mental disorders in European folk medicine, leading to the German name Gauchheil (Gauch meaning 'fool, cuckoo' and heil meaning 'heal'). Generally however, documented evidence for clinical efficacy is lacking. Lysimachia arvensis is traditionally known by pharmacists as Arvensis Herba.[14]
 Lysimachia arvensis is insecticidal, or at least is repellent to some insects, possibly by virtue of its pungent essential oil which has a characteristic smell. Taken by mouth, experimental doses of the liquid in humans caused twenty-four hours of intense nausea, headache and bodily pain. Some people also experience dermatitis from contact with the leaf. Reports from Australia state that when grain crops have been infested by the weed, chaff that contains much of the material becomes unpalatable to stock as fodder. When grazing in pasture, livestock usually leave the plant alone, but when they do nonetheless eat significant quantities, they suffer diuretic and narcotic effects sufficiently intense to justify regarding the plant as poisonous.[13] Reportedly an Indian practice of expelling leeches from dog nostrils can lead to fatal results if the animal swallows the fluid.[12]
 The herb and its seed contain saponins, which could explain why fresh material is strongly haemolytic.[15]  Among other possible glycosides,[13] the root yields the triterpenoid glycoside cyclamin[12]  which is highly toxic and occurs in Cyclamen species,[16] also a member of the subfamily Myrsinoideae.[17]
 The plant contains tanning agents, bitters, and the proteolytic enzyme primverase.
 Antibacterial tests of the green parts failed to show any encouraging positive effect.[12]
 In literature Scarlet pimpernel (anicham in Tamil) is one of the two flowers mentioned in the Tirukkural.[18]
 The Scarlet Pimpernel is the alias of Sir Percy Blakeney in the novel of the same name by Baroness Emma Orczy and its numerous film and musical adaptations.
 The fictional flower Elanor is said to be a little enlarged version of pimpernel, according to one of J. R. R. Tolkien's letters.[19] The flower appears in The Lord of the Rings: Fellowship of the Ring[20], The Lord of the Rings: Return of the King[21], and in Unfinished Tales.[22]
 References Sources External links"
88,floradanica_0089.tif,Apium inundatum (L.) Reichenb. fil.,Apiaceae,https://en.wikipedia.org/wiki/Apium_inundatum,"Apium inundatum Other reasons this message may be displayed:
"
89,floradanica_0090.tif,Hydrocotyle vulgaris L.,Apiaceae,https://en.wikipedia.org/wiki/Hydrocotyle_vulgaris,"Contents Hydrocotyle vulgaris 
 Hydrocotyle vulgaris, the marsh pennywort, common pennywort, water naval, money plant, lucky plant, dollarweed or copper coin,[2] is a small creeping aquatic perennial plant native to North Africa, Europe, the Caucasus and parts of the Levant.[3]
 Description The plant has an umbrella-like leaf and lives commonly in wet places such as wetlands, marshes and swamps, sometimes even in deeper water. It grows as a perennial herbaceous plant and only reaches stature heights of 5 to 20 centimeters. With a slight smell of carrot, it is edible.[citation needed]
 This marsh plant forms numerous, up to 1 meter long, creeping offshoots. The serrated, rounded, shield-shaped leaves can have a diameter of up to 4 centimeters, but are often smaller. The approach of the long, hairy petioles is located in the middle of the leaf underside. The leaves are fresh green, shiny waxy and shows a clear, radially extending vein.[citation needed]
 The tiny, inconspicuous, hermaphrodite flowers are in low-flowered doldigen? inflorescences or whorls, with the stems of the inflorescence about half as long as those of the leaves. The petals are greenish, white or reddish. The flowering period is from July to August. The fruits are flat, warty and winged.[4]
 Cultivation A low maintenance plant, it prefers to grow in reliably moist humus under a full sun or in part shade, indoors or outdoors, though it can tolerate full shade as well. It may also be grown as an aquatic plant in mud at the side of a pond or water garden in up to 2 inches of stagnant water. Despite its habitat in water, over-watering may still cause root rot.[5]
 Population The plant is distributed and plentiful throughout much of its range in Europe, North Africa and Western Asia. Nonetheless, it is classed as critically endangered in Croatia, vulnerable in Switzerland and near threatened in Norway. Furthermore, the plant is protected under regional legislation in France.[1]
 Ecology In Britain it is the only native Hydrocotyle, growing in wet places such as fens, swamps, bogs and marshes. For example, it is a component of purple moor grass and rush pastures – a type of Biodiversity Action Plan habitat. The flowers rarely bloom; mostly self-pollination takes place. Vegetative propagation occurs through foothills. In wild plant gardens, the marsh pennywort is used for the planting of garden ponds, and also as aquarium plant.[6]
 Gallery See also References External links"
90,floradanica_0091.tif,Betula nana L.,Betulaceae,https://en.wikipedia.org/wiki/Betula_nana,"Contents Betula nana 
 Betula nana, the dwarf birch,[2] is a species of birch in the family Betulaceae, found mainly in the tundra of the Arctic region.
 Description It is a monoecious, deciduous shrub growing up to 1–1.2 metres (3 ft 3 in – 3 ft 11 in) high. The bark is non-peeling and shiny red-copper colored.[3] The leaves are rounded, 6–20 millimetres (0.24–0.79 in) diameter, with a bluntly toothed margin. The leaves are a darker green on their upper surface. Leaf growth occurs after snow melt and become red in autumn.
 The wind-pollinated fruiting catkins are erect, 5–15 millimetres (0.20–0.59 in) long and 4–10 millimetres (0.16–0.39 in) broad.
 Distribution Betula nana is native to arctic and cool temperate regions of Greenland, Iceland, northern Europe, northern Asia and northern North America and it will grow in a variety of conditions. Outside of far northern areas, it is usually found growing only in mountains above 300 metres (980 ft), up to 835 metres (2,740 ft) in Great Britain and 2,200 metres (7,200 ft) in the Alps. Its northern range limit is on Svalbard, where it is confined to favourable sites. In the UK Betula nana is at its southern range limit, with many populations having declined significantly in recent decades.[4] In southern Sweden the occurrence of Betula nana in Sund, Ydre is deemed a glacial relict.[5]
 It generally favours wet, but well-drained sites, with a nutrient-poor, acidic soil that can be xeric and rocky. B. nana has a low tolerance for shade.
 Ecology There are two subspecies:
 Genome The genome of B. nana  has been sequenced.[6]
 References External links"
91,floradanica_0092.tif,Cerastium cerastoides (L.) Britton,Caryophyllaceae,https://en.wikipedia.org/wiki/Cerastium_cerastoides,"Contents Dichodon cerastoides 
 Dichodon cerastoides, commonly known as the mountain chickweed[1] or starwort mouse-ear,[2] is a species of flowering plant in the pink family Caryophyllaceae. It is found in the mountains of Europe.
 References External links 
 This Caryophyllaceae article is a stub. You can help Wikipedia by expanding it."
92,floradanica_0093.tif,Pinguicula vulgaris L.,Lentibulariaceae,https://en.wikipedia.org/wiki/Pinguicula_vulgaris,"Contents Pinguicula vulgaris 
 Pinguicula vulgaris, the common butterwort, is a perennial carnivorous plant in the butterwort genus of the family Lentibulariaceae.
 Description It grows to a height of 3–16 centimetres (1.2–6.3 in), and is topped with a purple, and occasionally white, flower that is 15 millimetres (0.59 in) or longer, and shaped like a funnel. This butterwort grows in damp environments such as bogs and swamps, in low or subalpine elevations.[1] Being native to environments with cold winters, they produce a winter-resting bud (hibernaculum). There are three forms originating from Europe: P. vulgaris f. bicolor, which has petals that are white and purple; P. vulgaris f. albida, which has all white petals; and P. vulgaris f. alpicola, which has larger flowers.[2] The taxonomic status of these forms is not universally recognised – see e.g. The Plant List.[3]
 Common butterwort is an insectivorous plant. Its leaves have glands that excrete a sticky fluid that traps insects; the glands also produce enzymes that digest the insects.[4] This serves as a way for the plant to access a source of nitrogen, as they generally grow in soil that is acidic and low in nutrients, such as bogs.[4][5] Insect capture is an adaptation to nutrient-poor conditions, and the plant is highly dependent on insects for nitrogen.[6]
 Distribution It has a generally circumboreal distribution, being native to almost every country in Europe as well as Russia, Canada, and the United States.[5][7] It is generally found growing in places such as bogs, fens, alvars, and other areas with limestone bedrock and alkaline waters.[5]
 References External links"
93,floradanica_0094.tif,Adoxa moschatellina L.,Adoxaceae,https://en.wikipedia.org/wiki/Adoxa_moschatellina,"Contents Adoxa moschatellina 
 Adoxa moschatellina, moschatel, is a species of flowering plant in the family Adoxaceae which has a highly distinctive inflorescence. This herbaceous perennial grows in relatively sunny places in old woodland, such as the edges of streams, and in shady places in open habitats such as rock crevices in limestone pavements. It has a limited ability to spread by seed, but expands vegetatively via its long stolons. It is a widespread but generally uncommon plant which is not considered to be threatened within its natural range.
 Description Moschatel is a patch-forming perennial about 10-15 cm (6 in.) tall, with pale green foliage and a delicate appearance. It has swollen, fleshy rhizomes as well as long, slender stolons. The aerial stems are produced in early spring (typically around the end of February in England), long before the woodland canopy forms. They are slender, erect and unbranched, typically with two basal leaves on long petioles, which are almost as long as the stem, and two opposite leaves at the top, which have short petioles that are expanded towards the base. There are no stipules. The whole plant is entirely glabrous (hairless).[2][3]
 The basal leaves are a dull green above, silvery and succulent below, and dotted with stomata only on the undersides. The basal leaves are ternate (i.e. divided into 3 lobes) or twice ternate, and up to 5 cm long,  whereas the stem leaves have 2 or 3 lobes, with blades up to 3 cm long.
 At the top of the stem, on a peduncle which is at least as long as the stem itself, at flowering, is an inflorescence that is unique to this genus and highly distinctive. It consists of a cubical cluster of 5 green flowers, about 0.5 cm in diameter, with four 5-petalled flowers on the sides of the cube and one 4-petalled flower at the top. They are said to smell faintly of musk, especially ""towards the evening when the dew falls.""[4] The lateral flowers each have 5 stamens (which are deeply divided so it looks as if there are 10) and 2-5 styles. The terminal flower has only 4, similarly divided, stamens. Below the corolla, the calyx consists of 3 lobes in the lateral flowers and just 2 in the terminal one.
 Fruits are formed in April to May in England. Each flower can develop 2-5 fruits, which are rather dry drupes, 4.5 - 5.55 mm in diameter, partially encased by the expanded, fleshy calyx. At this time the peduncle expands and spirals, bending towards to ground to deposit the fruits close to the parent plant. Fruiting is uncommon, as reproduction is mainly vegetative, through the stolons and rhizomes.[2][3][5]
 Taxonomy Moschatel is a highly distinctive plant, owing to its curious arrangement of flowers. For many years it had been considered the only species in its plant family, the Adoxaceae.[5] However, in 2018 a second species of Adoxa was discovered in China[6] and, meanwhile, cytological[7] and genetics studies have shown that family should include the elders and viburnums.[8]
 Its name was given by Linnaeus in 1753, in Species Plantarum (p. 367) and it has received a few synonyms since then, including Moscatella adoxa (Scop., 1771) and Moschatellina fumariifolia (Bubani, 1899), but these have not stuck.[9]
 Its chromosome number is 2n = 36.[8]
 Several varieties and subspecies have been described: var. insularis (Nepomn.) S.Y. Li & Z.H. Ning occurs in eastern Russia; and subsp. cescae Peruzzi & N.G. Passal is found in southern Italy. It is a triploid (2n = 54) with smaller pollen and stomata.[10] Other plants are, by default, subsp. moschatellina, although this name has not been formally published.[9] It is not known to hybridise with any other species.[11]
 The word ""Adoxa"" comes from the Ancient Greek δόξᾰ (doxa), meaning glory or splendour and the Latin prefix a-, which means ""not"" or ""without"", and refers to its humble size and appearance.[12] The specific epithet moschatellina and the common name moschatel come from the Latin word for musk, which refers to the scent produced by male musk deer, as it is apparently similar to the smell of the flowers.[2]
 Other common names include five-faced bishop,[13] hollowroot, muskroot, townhall clock,[14] tuberous crowfoot and Good Friday plant. The name hollowroot presumably comes from the way the stolons (not actually the roots) have a dark core and so have the appearance, in a cut section, of being hollow.
 Distribution and status Adoxa moschatellina has a boreal, circumpolar distribution in Europe, Asia and North America, and just extending into Morocco in North Africa.[15] It is not established as an introduced species beyond its natural range,[16] except possibly in Ireland.[17] It is generally not considered to be rare or threatened: in the United States[1] it is classified as ""secure"" and, while it has not been assessed internationally by the IUCN,[18] many European countries classify it as ""Least Concern"".[19][20]
 It is widespread in most parts of Britain but not common, being generally restricted to small patches in areas of ancient woodland. It becomes scarce in the north and west, where the soils are too acid for it, and parts of eastern England where there has been little woodland cover.[17] It is absent from Ireland except in a couple of places where it was probably introduced, deliberately or accidentally.[17]
 Habitat and ecology Moschatel grows in woodland and scrub, typically in places with fairly light shade, such as the edges of paths or alongside streams and rivers. Its Ellenberg values in Britain are L = 4, F = 5, R = 6, N = 5, and S = 0,[21] which show that it favours lower than average levels of light and nutrients, and higher than average moisture and alkalinity. It is found in deciduous woods under ash, pedunculate oak, sessile oak, hornbeam or beech trees, typically towards the bottom of any slope, where the soil is damper and more base-rich, amongst dog's mercury and wood anemone.[22] This habitat is, under the British National Vegetation Classification, considered to be ash wood, W8 in the lowlands and W9 in the uplands.[23] It is also recorded in elder scrub (W6d) along riverbanks.[24] In the Scottish Highlands and Snowdonia, it occurs in juniper scrub (W19),[25] and in shady nooks amongst boulders in upland heaths and pillow lavas (on Cadair Idris).[22]
 It is a spring-flowering species which dies back after flowering in May or June. The seeds are deposited on the ground close to the parent plant, thus limiting its ability to spread. This lack of dispersal capacity helps to account for it being largely restricted to ancient woodland, although it is known to establish well in new sites if transported there manually. Spread is more facilitated more by the rhizomes and stolons than by seed production.[5][24]
 In Scotland it is recorded as high as 1065 m on Ben Lawers, and in England up to 760 m at Knock Fell.[26]
 The rather plain flowers are pollinated by flies and nocturnal moths which do not rely on colour to pollinate plants.[27]
 Insect associations with moschatel appear to be rare. The larvae of two species of sawfly are known to feed on this plant in Britain: Paracharactus gracilicornis (Zaddach, 1859) and Sciapteryx consobrina (Klug, 1816).[28][29]
 In Europe, moschatel is often infected with the smut Puccinia adoxae R. Hedw., which produces small black telia (blisters) on the stems and leaves.[30] Puccinia albescens (Grev.) Plowr.  and P. argentata (Schultz) G. Winter (syn. P. impatientis) make whitish galls as well as black telia.[31][32][33] More rarely, it can be parasitized by Melanotaenium adoxae, which produces yellow-white blisters.[34][35]
 References External links"
94,floradanica_0095.tif,Vicia tetrasperma (L.) Schreber,Fabaceae,https://en.wikipedia.org/wiki/Vicia_tetrasperma,"Contents Vicia tetrasperma 
 Vicia tetrasperma (L.) Moench
Ervum tetraspermum L.
 Vicia tetrasperma (syn. Ervum tetraspermum)[1] the smooth tare, smooth vetch, lentil vetch or sparrow vetch, is a species of flowering plant in the bean family Fabaceae. 
 Description Vicia tetrasperma is an annual plant growing up to 60 cm (24 in) tall. The leaflets are 10 to 20 mm (0.39 to 0.79 in) and are in four to six pairs, the leaf ending with a simple tendril. The pale blue flowers are in racemes of one or two flowers, each about 4 mm (0.16 in) long. Four seeds are produced in a pod 12 to 15 mm (0.47 to 0.59 in) long.[2] The pod is dehiscent. 
 Distribution This vetch is native to Europe, Asia, and North Africa, and it can be found on other continents as an introduced species. It can be invasive.[3]
 Habitat Grassy places, local.[2]
 References External links 
 This Fabeae-related article is a stub. You can help Wikipedia by expanding it."
95,floradanica_0096.tif,Sagina nodosa (L.) Fenzl,Caryophyllaceae,https://en.wikipedia.org/wiki/Sagina_nodosa,"Contents Sagina nodosa 
 Sagina nodosa, the knotted pearlwort,[1] is a species in the genus Sagina, native to northern Europe. It is a low-growing plant up to 15 cm tall, with paired leaves up to 1 cm long. The flowers are 5–10 mm diameter, with five white petals.[2][3]
 References 
 This Caryophyllaceae article is a stub. You can help Wikipedia by expanding it."
96,floradanica_0097.tif,Sanguisorba officinalis L.,Rosaceae,https://en.wikipedia.org/wiki/Sanguisorba_officinalis,"Contents Sanguisorba officinalis 
 Sanguisorba officinalis, commonly known as great burnet, is a plant in the family Rosaceae, subfamily Rosoideae. It is native throughout the cooler regions of the Northern Hemisphere in Europe, northern Asia, and northern North America.
 It is a herbaceous perennial plant growing to 1 m tall, which occurs in grasslands, growing well on grassy banks. It flowers June or July.[2]
 Sanguisorba officinalis is an important food plant for the European large blue butterflies Phengaris nausithous and P. teleius.[3]
 Commercial uses Use is made of its extensive root system for erosion control, as well as a bioremediator, used to reclaim derelict sites such as landfills.
 Ornamental Sanguisorba officinalis is one of several Sanguisorba species cultivated as ornamental plants. The cultivar 'Tanna' is widely available, and has won the Royal Horticultural Society's Award of Garden Merit.[4] The synonym Sanguisorba menziesii is also listed as having gained the Award.[5]
 Ethnomedical uses It has been used in traditional Chinese medicine (TCM) where it is known by the name Di Yu. It is said to cool the blood, stop bleeding, clear heat, and heal wounds  (Chinese Herbal Materia Medica by Dan Bensky).
 Specifically, the root is used to stop bloody dysentery, nosebleeds, and is applied topically to treat burns and insect bites.[citation needed]
 Phytochemistry Sanguiin H-6 is a dimeric ellagitannin that can be found in S. officinalis.[6]
 Ziyuglycoside II is a triterpenoid saponin that can be found in S. officinalis.[7]
 References This Rosoideae article is a stub. You can help Wikipedia by expanding it."
97,floradanica_0098.tif,Vicia orobus DC.,Fabaceae,https://en.wikipedia.org/wiki/Vicia_orobus,"Contents Vicia orobus 
 Orobus sylvaticus L.
 Vicia orobus is a species of leguminous plant in the genus Vicia, known as wood bitter-vetch. It is found in Atlantic areas of Europe, especially in the rocky edges of seasonally-grazed fields. It grows up to 60 cm (24 in) tall, and has no tendrils at the ends of its pinnate leaves. Its flowers are white with purple veins, and are borne in groups of 6 or more.
 Description Vicia orobus is a perennial plant, growing up to 60 centimetres (24 in) tall.[3] Its leaves are paripinnate, with 6–15 pairs of leaflets on each leaf. The flowers are borne in groups of 6–20. Each individual flower is 12–15 mm (0.5–0.6 in) long, and is white with purple veins.[3] The fruit is a 4–5-seeded pod around 20–30 mm (0.8–1.2 in) long.[3]
 V. orobus can be distinguished from other species of Vicia occurring in the British Isles by a number of characters. It is one of three species to lack tendrils (the others being V. lathyroides and V. faba), with the leaves terminating instead in a short point.[4] It differs from the other two species without tendrils in being perennial, having more than 6 flowers in each inflorescence, having peduncles more than 3 cm (1.2 in) long, and having more than 5 pairs of leaflets in each pinnate leaf.[3] The lack of tendrils is thought to represent a primitive state within the genus Vicia.[5]
 Distribution Vicia orobus has an Atlantic distribution,[6] occurring from northern Spain to Norway, at altitudes of 0–2,380 metres (0–7,808 ft).[5] In Great Britain, V. orobus has a westerly distribution,[7] and is extinct in South East England.[8] Much of the global population is found in the British Isles, where it is largely restricted to altitudes of 200–300 metres (660–980 ft), except in the far north (north of Lochinver), where it can be found down to sea level.[5] Its stronghold is in central and north-western Wales.[9]
 In Ireland, V. orobus is declining in numbers,[5] and has been found recently at fewer than a dozen sites, most of which hold very small populations.[7] It is therefore accorded legal protection in the Republic of Ireland, under the Flora (Protection) Order 1999.[10]
 In continental Europe, V. orobus is replaced to the east by V. cassubica, with the division between the two species running through central France.[5] It is present as a native species in Switzerland, where it is the only truly Atlantic species.[6]
 Habitat Vicia orobus is found in a variety of sites, including the edges of woods, on heaths, in meadows or in rocky places over limestone. In Great Britain, it is frequently found at the edges of fields where sheep are grazed in winter, but a hay crop is grown in summer.[5] It is threatened by both overgrazing and undergrazing, as well as other activities, such as grassland improvement and land reclamation.[5] V. orobus flowers from May to July and is pollinated by bees.[5]
 Many species are associated with V. orobus in Great Britain, including Alchemilla glabra, Carex pallescens, Genista anglica, Pseudorchis albida, Rhinanthus minor, Stachys officinalis and Viola lutea.[5] At some sites in Ireland, V. orobus is associated with species such as Dryas octopetala, Sesleria albicans and Geranium sanguineum, which are characteristic of the flora of the Burren, although V. orobus does not occur in the Burren, or in floristically similar regions nearby.[7]
 Taxonomy Vicia orobus was first described by Augustin Pyramus de Candolle in the 1815 work Flore Française.[2] It is classified in the section Vicia sect. Cassubicae, alongside species such as V. cassubica, V. megalotropis and its likely sister species, V. sparsiflora.[11]
 References External links"
98,floradanica_0099.tif,Blechnum spicant (L.) Roth,Blechnaceae,https://en.wikipedia.org/wiki/Blechnum_spicant,"Contents Struthiopteris spicant 
 Struthiopteris spicant, syn. Blechnum spicant, is a species of fern in the family Blechnaceae, known by the common names hard-fern[3] or deer fern.  It is native to Europe, western Asia, northern Africa, and western North America.[1][4] Like some other species in the family Blechnaceae, it has two types of leaves. The sterile leaves have flat, wavy-margined leaflets 5 to 8 millimeters wide, while the fertile leaves have much narrower leaflets, each with two thick rows of sori on the underside.[5]
 The Latin specific epithet spicant is of uncertain origin, possibly referring to a tufted or spiky habit.[6]
 S. spicant is hardy down to −20 °C (−4 °F) and evergreen, growing to 0.5 m (1 ft 8 in).[7] It has gained the Royal Horticultural Society's Award of Garden Merit.[8]
 The species was first described in 1753 by Carl Linnaeus as Osmunda spicant. It has been placed in a wide range of genera, including Blechnum (as Blechnum spicant).[1] In the Pteridophyte Phylogeny Group classification of 2016 (PPG I), it is placed in the genus Struthiopteris, in the subfamily Blechnoideae.[9]
 References External links"
99,floradanica_0100.tif,Cochlearia danica L.,Brassicaceae,https://en.wikipedia.org/wiki/Cochlearia_danica,"Contents Cochlearia danica 
 Cochlearia danica, or Danish scurvygrass,[1] is a flowering plant of the genus Cochlearia in the family Brassicaceae.
 A salt-tolerant (normally) coastal plant which is now flourishing along roads and motorways in Europe, especially under the crash barriers in the central reservation. Its success has been attributed to its ability to survive the effects of salts distributed by gritters in winter and its small seeds being spread by the high speed of cars in the fast lane.[2]
 Full of vitamin C, it gets its name from sailors chewing it to avoid scurvy. The mauve flowers are 4-5mm in diameter.[3]
 Image gallery References 
 This Brassicales article is a stub. You can help Wikipedia by expanding it."
100,floradanica_0101.tif,Helianthemum nummularium (L.) Miller ssp. obscurum (Celak.) J. Holub,Cistaceae,https://en.wikipedia.org/wiki/Helianthemum_nummularium,"Contents Helianthemum nummularium 
 Helianthemum nummularium (known as common rock-rose[2]) is a species of rock-rose (Cistaceae), native to most of Europe.
 Description It  is an evergreen trailing plant with loose terminal clusters of bright yellow, saucer-shaped flowers. In the flower centre is a tight cluster of orange stamens, which are sensitive to the touch, and spread outwards to reveal the tall stigma in the middle. The plant is common on chalk downs, and occasional in other grasslands, always on dry, base-rich soil. The wild species has yellow flowers, but garden varieties range from white through yellow to deep red.
 Though the individual blooms are short-lived, the plant produces a mass of flowers through the summer. It needs a dry, sunny place, like a south-facing rockery or meadow. As the Latin name Helianthemum suggests, these are sun-flowers. This is a good pollen source for bees and there are several species of small beetle that feed on the foliage. Common rock-rose is also the food plant for the larvae of several species of moth and butterfly such as the silver-studded blue (Plebejus argus).
 It flowers from May until July.
 Taxonomy Subspecies Two subspecies are currently accepted:[1]
 Gallery subsp. grandiflorum (Scop.) Schinz & Thell. subsp. nummularium subsp. obscurum (Čelak.) Holub) Pink-flowered cultivars Illustrations Unclassified images of Helianthemum nummularium References"
